leaf_rank,frontier_rank,leaf_type,target_leaves,node_id,title,abstract,year,journal,source_title,doi,cited_by,has_article_metadata,leaf_connection_score,sap_rank,internal_indegree,internal_outdegree,has_title_abstract
32,,sap_leaf,100,"BASHA M, 2023",ENTREPRENEURIAL MARKETING STRATEGY AND CUSTOMER LOYALTY: AN EMPIRICAL EVIDENCE FROM COFFEE SHOPS,"FOR MANY DECADES, THE MAIN FOCUS OF SUCCESSFUL BUSINESSES HAS BEEN CUSTOMER ORIENTATION. HOWEVER, THE ROLE OF THE ENTREPRENEUR IN SHAPING THE LANDSCAPE OF MARKETING AND BUSINESS PERFORMANCE WAS RECOGNIZED RECENTLY. ENTREPRENEURIAL MARKETING (EM) IS DESCRIBED AS THE MARKETING DONE BY ENTREPRENEURS OR BUSINESS OWNERS OF ENTREPRENEURIAL BUSINESSES BY EMPLOYING DIFFERENT STRATEGIES THAT ARE DISTINCT FROM THE TYPICAL TEXTBOOK MARKETING TO ATTRACT NEW BUSINESSES. IN EM, THE ENTREPRENEUR IS A CRUCIAL ACTOR IN THE MARKETING PROCESS (ADEL ET AL., 2020). GROUNDED ON THE CONCEPT OF ENTREPRENEURIAL MARKETING AND BUSINESS PERFORMANCE, THE AIM OF THIS STUDY REVOLVES AROUND ANALYSING THE RELATIONSHIP AMONG ENTREPRENEURIAL MARKETING, BUSINESS PERFORMANCE, ANTECEDENTS OF ENTREPRENEUR, AND CUSTOMER LOYALTY. SIX HUNDRED CUSTOMERS WHO REGULARLY VISIT THE COFFEE SHOPS IN MUWAILEH, SHARJAH, WERE A PART OF THIS STUDY. THE STUDY USED A DESCRIPTIVE RESEARCH METHOD. ENTREPRENEURIAL MARKETING WAS MEASURED USING FIVE SUB-VARIABLES NAMELY, PRODUCT STRATEGY, PRICING STRATEGY, PROMOTION STRATEGY, BEHAVIOURAL STRATEGY, AND LOCALITY/AREA CHARACTERISTICS (AL-SHAIKH, 2022). STATISTICAL TECHNIQUES LIKE DESCRIPTIVE ANALYSIS, RELIABILITY ANALYSIS, STRUCTURAL EQUATION MODELLING (SEM), AND MEAN COMPARISON TESTS WERE PERFORMED IN THIS STUDY. THE STUDY FOUND THAT ALL THE FACTORS OF ENTREPRENEURIAL MARKETING HAVE A SIGNIFICANT IMPACT ON BUSINESS PERFORMANCE. IT WAS ALSO EVIDENT FROM THE STUDY THAT THE ANTECEDENT OF ENTREPRENEUR, AS WELL AS CUSTOMER LOYALTY, HAVE A POSITIVE INFLUENCE ON BUSINESS PERFORMANCE.  2023 THE AUTHORS.",2023.0,CORPORATE AND BUSINESS STRATEGY REVIEW,,10.22495/CBSRV4I1ART16,4.0,True,6389,41359658,0,16,
33,,sap_leaf,100,"MIRZAYI S, 2025",HOW GENERATIVE AI IS RESHAPING ENTREPRENEURIAL MARKETING,"ENTREPRENEURIAL MARKETING (EM) EMPHASIZES INNOVATION, AGILITY, AND RESOURCEFULNESS IN UNCERTAIN MARKETS. WHILE ARTIFICIAL INTELLIGENCE HAS ALREADY DISRUPTED TRADITIONAL MARKETING, RECENT ADVANCES IN GENERATIVE AI (GENAI) PROMISE A MORE PROFOUND TRANSFORMATION BEYOND AUTOMATED CONTENT PRODUCTION AND PERSONALIZATION. BY ADDRESSING A KEY GAP IN THE EXISTING LITERATURE, THIS RESEARCH CONTRIBUTES TO A DEEPER UNDERSTANDING OF THE MULTIFACETED APPLICATIONS OF GENAI IN EM, OFFERING A COMPREHENSIVE PERSPECTIVE ON ITS POTENTIAL TO RESHAPE THE MARKETING LANDSCAPE. THIS PAPER PRESENTS AN INTEGRATED CONCEPTUAL FRAMEWORK THAT EXPLORES THE GENAI ROLE WITHIN EM BY LEVERAGING THE OMNIHOUSE MODEL, WHICH DECONSTRUCTS EM INTO OPPORTUNITY-SEEKING, RISK-TAKING, AND NETWORK COLLABORATION.  2025 TAYLOR & FRANCIS GROUP, LLC.",2025.0,JOURNAL OF MARKETING THEORY AND PRACTICE,,10.1080/10696679.2025.2571634,1.0,True,5935,35725390,0,24,
34,,sap_leaf,100,"NEILL S, 2025, J RES MARK ENTREP",THE INTEGRATION OF ENTREPRENEURIAL MARKETING PROCESSES AND CONTROLS,"PURPOSETHIS STUDY AIMS TO EXPLORE THE EVOLVING RELATIONSHIP BETWEEN ENTREPRENEURIAL MARKETING (EM) PROCESSES AND CONTROL MECHANISMS ACROSS THREE PHASES OF OPPORTUNITY DEVELOPMENT: EXPLORATION, EVALUATION AND EXPLOITATION. BY EXAMINING HOW CONTROL MECHANISMS RESPOND TO THE UNCERTAINTIES INHERENT IN EACH PHASE, THIS RESEARCH ILLUSTRATES HOW CONTROLS EMERGE AND ADAPT, ENABLING ENTREPRENEURS TO EFFECTIVELY NAVIGATE THE CHALLENGES SPECIFIC TO EACH STAGE OF THEIR VENTURE'S GROWTH.DESIGN/METHODOLOGY/APPROACHUSING A QUALITATIVE, INDUCTIVE APPROACH, THIS STUDY USES SEMISTRUCTURED INTERVIEWS WITH FOUNDERS OF NINE HIGH-GROWTH, EARLY-STAGE STARTUPS BASED IN CALIFORNIA. THE SELECTED VENTURES VARY BY INDUSTRY AND BUSINESS MODEL BUT SHARE EARLY MARKET TRACTION. THE GIOIA METHODOLOGY, A STRUCTURED INDUCTIVE APPROACH FOR THEME DEVELOPMENT, GUIDES DATA ANALYSIS, REVEALING HOW CONTROL MECHANISMS EVOLVE TO ADDRESS THE CHALLENGES OF EACH EM PHASE.FINDINGSCONTROLS ADAPT ACROSS THE EM PHASES, BECOMING PROGRESSIVELY STRUCTURED TO MANAGE UNCERTAINTIES. IN THE EXPLORATION PHASE, CONTROLS ARE BELIEF-DRIVEN AND FLEXIBLE, GUIDING RESOURCE ALLOCATION AND FRAMING OPPORTUNITY SPACES. DURING EVALUATION, CONTROLS BECOME MORE STRUCTURED, ALIGNING MARKET FEEDBACK WITH PRODUCT-MARKET FIT. IN THE EXPLOITATION PHASE, CONTROLS FOCUS ON SCALABILITY AND EFFICIENCY, SUPPORTING ALIGNMENT BETWEEN STRATEGIC OBJECTIVES AND OPERATIONAL CAPABILITIES.ORIGINALITY/VALUETHIS RESEARCH PROVIDES NOVEL INSIGHTS BY DEMONSTRATING THAT CONTROLS DO NOT STIFLE OPPORTUNITY DEVELOPMENT BUT RATHER EVOLVE WITH IT. THE FINDINGS CONTRIBUTE TO THEORY AND PRACTICE AT THE MARKETING/ENTREPRENEURSHIP INTERFACE, OFFERING A NUANCED UNDERSTANDING OF THE ROLE OF CONTROLS IN SUPPORTING THE EM PROCESS.",2025.0,JOURNAL OF RESEARCH IN MARKETING AND ENTREPRENEURSHIP,J RES MARK ENTREP,10.1108/JRME-06-2024-0138,1.0,True,5005,25471853,0,27,
35,,sap_leaf,100,"HANAYSHA JR, 2022, SUSTAINABILITY-BASEL",AN EXAMINATION OF ENTREPRENEURIAL MARKETING DIMENSIONS AND FIRM PERFORMANCE IN SMALL AND MEDIUM ENTERPRISES,"THE PURPOSE OF THIS STUDY WAS TO TEST THE IMPACT OF ENTREPRENEURIAL MARKETING DIMENSIONS ON FIRM PERFORMANCE IN SMALL AND MEDIUM ENTERPRISES. REQUIRED DATA WAS GATHERED USING THE QUANTITATIVE RESEARCH APPROACH. PARTICULARLY, THE PRIMARY DATA WAS OBTAINED THROUGH A STRUCTURED SURVEY FROM 153 SMES OPERATING IN SAUDI ARABIA. THE OBTAINED DATA WAS THEN ANALYZED THROUGH SPSS AND PARTIAL LEAST SQUARE (PLS-SEM) APPROACH TO CALCULATE THE VALIDITY AND RELIABILITY FOR THE MEASUREMENT ITEMS, AND ALSO TO VERIFY THE IMPACT OF ENTREPRENEURIAL MARKETING DIMENSIONS ON FIRM PERFORMANCE. THE RESULTS SHOWED THAT CUSTOMER INTENSITY AND VALUE CREATION HAVE POSITIVE EFFECTS ON FIRM PERFORMANCE. THE FINDINGS ALSO CONFIRMED THAT INNOVATIVENESS AND RESOURCE LEVERAGING ARE POSITIVELY CORRELATED WITH FIRM PERFORMANCE. HOWEVER, THE EFFECT OF RISK TAKING ON FIRM PERFORMANCE WAS FOUND INSIGNIFICANT. FINALLY, IT WAS FOUND THAT PROACTIVENESS AND OPPORTUNITY FOCUS HAVE SIGNIFICANT POSITIVE EFFECTS ON FIRM PERFORMANCE. THIS PAPER CONTRIBUTES TO RESOURCE-ADVANTAGE THEORY AND EMPIRICAL LITERATURE BY ADDRESSING EXISTING RESEARCH GAPS BETWEEN THE SELECTED DIMENSIONS OF ENTREPRENEURIAL MARKETING AND FIRM PERFORMANCE. IT ALSO CONTRIBUTES TO THE THEORY BY BRINGING NEW INSIGHTS FROM A MIDDLE EASTERN COUNTRY OWING TO THE LACK OF RESEARCH ON THIS TOPIC, PARTICULARLY IN THIS REGION.",2022.0,SUSTAINABILITY,SUSTAINABILITY-BASEL,10.3390/su141811444,11.0,True,4842,23852561,0,85,
36,,sap_leaf,100,"MAKMUR, 2023, J DISTRIB SCI",THE EFFECT OF ENTREPRENEURIAL MARKETING ON VILLAGE-OWNED ENTERPRISES PERFORMANCE DISTRIBUTION,"PURPOSE: SPECIALIZED MARKETING STRATEGIES ARE NEEDED BY LIMITED RESOURCES, SUCH AS ENTREPRENEURIAL MARKETING (EM), A MARKETING ACTIVITY BASED ON SPECIFIC CONDITIONS CHARACTERIZING VILLAGE-OWNED ENTERPRISES (VOES). THEREFORE, THIS RESEARCH AIMED TO EXAMINE THE EFFECT OF EM ON THE FINANCIAL AND NON-FINANCIAL PERFORMANCE OF VOES IN INDONESIA. RESEARCH DESIGN, DATA AND METHODOLOGY: DATA WERE COLLECTED BY DISTRIBUTING QUESTIONS ON A 5-POINT LIKERT SCALE TO 153 VOES DIRECTORS IN ROKAN HULU DISTRICT, INDONESIA. THE COLLECTED DATA WERE ANALYZED USING THE PARTIAL LEAST SQUARES STRUCTURAL EQUATION MODEL WITH SMARTPLS 3.0. RESULTS: THE RESULTS SHOWED THAT EM POSITIVELY AND SIGNIFICANTLY AFFECTED THE FINANCIAL AND NON-FINANCIAL PERFORMANCE OF VOES, AS WELL AS ON OPERATIONAL PERFORMANCE. CONCLUSIONS: EM PLAYED AN IMPORTANT ROLE IN THE IMPROVEMENT OF MANY ASPECTS OF THE PERFORMANCE OF VOES. THE INDONESIAN GOVERNMENT ALSO NEED TO CONSIDER EM VARIOUS CHARACTERISTICS WHEN RECRUITING DIRECTORS. IT IS IMPORTANT TO NOTE THAT THIS RESEARCH IS THE FIRST TO EXAMINE THE IMPACT OF EM ON VOES.",2023.0,JOURNAL OF DISTRIBUTION SCIENCE,J DISTRIB SCI,10.15722/jds.21.09.202309.55,1.0,True,4749,22953290,0,49,
37,,sap_leaf,100,"LU H, 2025",EXPLORE THE IMPORTANCE OF COMPETITIVE STRATEGY TO ENTREPRENEURIAL MARKETING AND BUSINESS PERFORMANCE,"DRAWING ON SURVEY DATA FROM 306 ENTREPRENEURS, THIS STUDY INVESTIGATES HOW INDIVIDUAL ENTREPRENEURIAL MARKETING DIMENSIONS SHAPE THE COMPETITIVE STRATEGIES OF SMALL FIRMS AND, CONSEQUENTLY, THEIR PERFORMANCE. THE RESULTS UNDERSCORE THE PIVOTAL ROLE OF INNOVATIVE MARKETING, PROACTIVE MARKETING, AND NETWORK ATTENTION IN THE DIFFERENTIATION STRATEGY, AND THE SIGNIFICANT INFLUENCE OF INNOVATIVE MARKETING, OPPORTUNITY FOCUS, RESOURCE LEVERAGING, AND RISK ACCEPTANCE ON THE COST LEADERSHIP STRATEGY. FURTHERMORE, BOTH DIFFERENTIATION AND COST LEADERSHIP STRATEGY SIGNIFICANTLY ENHANCE CORPORATE PERFORMANCE, WITH THE LATTER EXERTING A STRONGER IMPACT. MORE IMPORTANTLY, THE IMPACT OF COMPETITIVE STRATEGY ON PERFORMANCE OUTWEIGHS THE DIRECT RELATIONSHIP BETWEEN ENTREPRENEURIAL MARKETING AND PERFORMANCE. THESE FINDINGS HAVE SIGNIFICANT IMPLICATIONS FOR SMALL BUSINESS MANAGEMENT AND PROVIDE ACTIONABLE INSIGHTS FOR PRACTITIONERS IN THE FIELD OF STRATEGIC ENTREPRENEURIAL MARKETING.  2025 INTERNATIONAL COUNCIL FOR SMALL BUSINESS.",2025.0,JOURNAL OF THE INTERNATIONAL COUNCIL FOR SMALL BUSINESS,,10.1080/26437015.2025.2513961,0.0,True,4104,17189534,0,21,
38,,sap_leaf,100,"RIBEIRO AMS, 2023, REV ELETRONICA ESTRA",ENTREPRENEURIAL MARKETING OF STARTUPS: CONSTRUCTIVIST BIBLIOGRAPHIC RESEARCH BASED ON PROKNOW-C,"THE RESEARCH AIMED TO IDENTIFY THE MAIN PAPERS, AUTHORS, AND JOURNALS ON ENTREPRENEURIAL MARKETING OF STARTUPS, FROM A QUALIFIED BIBLIOGRAPHIC PORTFOLIO AND THEIR REFERENCES. TO THIS END, A BIBLIOGRAPHIC SEARCH WAS PERFORMED, USING THE PROKNOW-C (KNOWLEDGE DEVELOPMENT PROCESS - CONSTRUCTIVIST) METHOD. AS RESULT, AUDREY GILMORE; GERALD E. HILLS; IAN FILLIS; MORGAN P. MILES AND SUSSIE MORRISH ARE THE PROMINENT AUTHORS. JOURNAL OF RESEARCH IN MARKETING AND ENTREPRENEURSHIP; JOURNAL OF BUSINESS RESEARCH; EUROPEAN JOURNAL OF MARKETING AND THE INTERNATIONAL SMALL BUSINESS JOURNAL ARE THE MOST RECOGNIZED AND RECEPTIVE ON THE SUBJECT. THE PAPERS OF MORRISH, MILES AND DEACON (2010) AND MORRISH (2011) STOOD OUT.",2023.0,REVISTA ELETRONICA DE ESTRATEGIA E NEGOCIOS-REEN,REV ELETRONICA ESTRA,,0.0,True,3635,13518257,0,26,
39,,sap_leaf,100,"ANTUNES H, 2020, INT J MARKET COMMUN",ENTREPRENEURIAL MARKETING: CONCEPTUAL SYSTEMATIZATION IN ENGLISH AND PORTUGUESE LANGUAGES,"THIS STUDY AIMS TO PROVIDE A MEANINGFUL CONTRIBUTION TO THE THEORETICAL FIELD OF ENTREPRENEURIAL MARKETING (EM), BY LISTING A CONCEPTUAL SYSTEMATIZATION OF THE EM FIELD, CONSIDERING ITS EVOLUTION IN RECENT DECADES. AN EXTENSIVE SEARCH HAS BEEN CARRIED OUT IN THE DATABASE WEB OF SCIENCE WITH THE TERM ""ENTREPR * MARKETING"". THE SELECTION INCLUDED THE YEARS FROM 1900 TO 2016, IN ENGLISH AND PORTUGUESE AND THE RESEARCH WAS CONDUCTED ON 12 DECEMBER 2016. IT WAS COMPILED A BIBLIOGRAPHY OF ALL PUBLICATIONS RELATED TO THE RESEARCH (49 ARTICLES), IN THIS DATABASE. THE SYSTEMATIZATION OF CONCEPTS PRESENTED CAN BE USED BY MANAGERS IN DEFINING STRATEGY AND PLANNING POLICIES OF EM. OUR FINDINGS DETAIL THREE CLUSTERS IN EM RESEARCH, WHICH HELP IN CONTEXTUALISING THE LITERATURE REVIEW: (1) CLUSTER 1 - ENTREPRENEURIAL MARKETING PROCESS; (2) CLUSTER 2 - INTERNATIONAL NEW VENTURE; (3) CLUSTER 3 - ENTREPRENEURIAL ORIENTATION. THIS WORK CONTRIBUTES TO A BETTER UNDERSTANDING OF THE CONCEPTS, THEIR THREAD IN THE THEORETICAL FIELD, ITS EVOLUTION IN RECENT DECADES, LISTING A CONCEPTUAL SYSTEMATIZATION. THIS STUDY SEEKS TO CONVEY A LARGE THEORETICAL BASIS THAT MAY SERVE AS THE POINT OF DEPARTURE FOR FUTURE STUDIES.",2020.0,INTERNATIONAL JOURNAL OF MARKETING COMMUNICATION AND NEW MEDIA,INT J MARKET COMMUN,,2.0,True,3178,10367494,0,53,
40,,sap_leaf,100,"SAXENA G, 2025",IDENTITY WORK AND ENTREPRENEURIAL MARKETING AMONG WOMEN ENTREPRENEURS IN VIETNAM: A POSTCOLONIAL FEMINIST PERSPECTIVE,"THIS PAPER EXAMINES HOW ENTREPRENEURIAL MARKETING SHAPES AND IS SHAPED BY THE IDENTITY WORK OF WOMEN ENTREPRENEURS IN POSTCOLONIAL VIETNAM. DRAWING ON A POSTCOLONIAL FEMINIST FRAMEWORK AND 23 IN-DEPTH INTERVIEWS CONDUCTED ON UNICORN ISLAND IN THE MEKONG DELTA, THIS STUDY EXPLORES HOW WOMEN NAVIGATE GENDERED EXPECTATIONS, MORAL OBLIGATIONS AND SPIRITUAL BELIEFS IN THE CONSTRUCTION OF ENTREPRENEURIAL IDENTITIES. THE FINDINGS DEMONSTRATE THAT MARKETING OPERATES NOT MERELY AS A FUNCTIONAL BUSINESS ACTIVITY BUT AS A GENDERED AND CULTURALLY EMBEDDED PRACTICE THROUGH WHICH IDENTITY IS PERFORMED, NEGOTIATED AND LEGITIMIZED. THROUGH INFORMAL STRATEGIES SUCH AS STORYTELLING, THE MOBILIZATION OF SPIRITUAL SYMBOLISM, AND EMBODIED PERFORMANCES, WOMEN MARKET THEIR ENTERPRISES IN WAYS THAT FOREGROUND RELATIONALITY, MORALITY AND COMMUNITY BELONGING. THESE PRACTICES ENABLE WOMEN TO ESTABLISH ENTREPRENEURIAL CREDIBILITY WHILE SIMULTANEOUSLY RESISTING DOMINANT, INDIVIDUALIZED AND MASCULINIZED MODELS OF ENTREPRENEURIAL SUCCESS. BY CENTERING THE LIVED EXPERIENCES OF WOMEN IN THE GLOBAL SOUTH, THIS STUDY CONTRIBUTES TO POSTCOLONIAL FEMINIST DEBATES BY CONCEPTUALIZING ENTREPRENEURIAL MARKETING AS A KEY SITE OF GENDERED IDENTITY CONSTRUCTION WITHIN CULTURALLY AND SPIRITUALLY SITUATED CONTEXTS.  2025 JOHN WILEY & SONS LTD.",2025.0,"GENDER, WORK AND ORGANIZATION",,10.1111/GWAO.70087,0.0,True,2497,6446785,0,7,
41,,sap_leaf,100,"NWANKWO CA, 2024, FOUND MANAGE",ACHIEVING SURVIVAL OF SOCIAL ENTERPRISE THROUGH ENTREPRENEURIAL MARKETING: AN EMPIRICAL ANALYSIS OF NIGERIA,"THE APPLICATION OF ENTREPRENEURIAL MARKETING (EM) STRATEGIES TO THE SUSTAINABILITY OF PROFIT AND NON-PROFIT MAKING VENTURES HAS DRAWN CRITICS FROM PRACTITIONERS AND ACADEMIC DOMAINS. MANY HAVE ARGUED THAT EM DIMENSIONS ARE DESIGNED FOR PROFIT MARKING VENTURES AND NOT FOR PROFIT VENTURE. THIS INFORMED THE NEED TO EXAMINE THE EFFECT OF EM ON THE SURVIVAL OF SOCIAL ENTERPRISES (SES) IN NIGERIA. THE STUDY SELECTED SES STAFF IN ANAMBRA STATE, NIGERIA USING A QUANTITATIVE RESEARCH APPROACH. DATA WERE COLLECTED FROM 387 SE STAFF USING A STRUCTURED QUESTIONNAIRE. HYPOTHESES WERE TESTED USING INTERNATIONAL BUSINESS MACHINE STATISTICAL PACKAGE FOR THE SOCIAL SCIENCES (IBM-SPSS) AND INTERNATIONAL BUSINESS MACHINE -STATISTICAL PACKAGE FOR THE SOCIAL SCIENCES - ANALYSIS OF MOMENT STRUCTURES (IBM-SPSS-AMOS) VERSION 27 THAT RUNS EXPLORATORY AND CONFIRMATORY FACTOR ANALYSIS AND STRUCTURAL EQUATION MODELLING (SEM). THE FINDINGS REVEALED THAT ALL THE EM DIMENSIONS, EXCEPT MARKET SENSING, HAVE SIGNIFICANT AND POSITIVE EFFECT ON THE SURVIVAL OF SES IN NIGERIA. THEREFORE, THE STUDY CONCLUDED THAT EM HAS SIGNIFICANT EFFECT ON THE SURVIVAL OF SES IN ANAMBRA STATE, NIGERIA. THE STUDY RECOMMENDED THAT PRACTITIONERS SHOULD ADOPT AND IMPLEMENT EM DIMENSIONS AS THE BASIC ENABLERS THAT WOULD SUSTAIN THE EXISTENCE OF SES IN BOTH NIGERIA AND BEYOND.",2024.0,FOUNDATIONS OF MANAGEMENT,FOUND MANAGE,10.2478/fman-2024-0016,0.0,True,1661,2898270,0,22,
42,,sap_leaf,100,"TOLOSSA A, 2024, J INNOV ENTREPRENEURSHIP",UNVEILING THE NEXUS: THE CRUCIAL ROLE OF COMPETITIVE ADVANTAGE IN BRIDGING ENTREPRENEURIAL MARKETING PRACTICES AND SUSTAINABLE FIRM PERFORMANCE IN SMALL AND MEDIUM ENTERPRISES,"STUDIES ABOUT ENTREPRENEURIAL MARKETING LINKED WITH COMPETITIVE ADVANTAGE AND SUSTAINABILITY IN SMES ARE LIMITED IN THE EXISTING LITERATURE. THIS STUDY THEREFORE AIMED TO INVESTIGATE THE RELATIONSHIP BETWEEN ENTREPRENEURIAL MARKETING DIMENSIONS, FOCUSING ON THE MEDIATING ROLE OF COMPETITIVE ADVANTAGE, IN ENSURING THE SUSTAINABILITY OF FIRM PERFORMANCE. DESCRIPTIVE RESEARCH DESIGN COMBINED WITH EXPLANATORY RESEARCH TO EXAMINE THE RELATIONSHIPS; AND STRATIFIED SAMPLING WITH SIMPLE RANDOM SAMPLING TECHNIQUES TO SELECT THE ENTERPRISES WERE USED. DATA FROM 387 SMES IN OROMIA, ETHIOPIA WERE COLLECTED AND ANALYZED USING STRUCTURAL EQUATION MODELING (SEM). THE FINDINGS INDICATED SIGNIFICANT CONNECTIONS AMONG ENTREPRENEURIAL MARKETING PRACTICES, COMPETITIVE ADVANTAGE, AND SUSTAINABILITY OF FIRM PERFORMANCE, WITH COMPETITIVE ADVANTAGE PARTIALLY MEDIATING THE RELATIONSHIPS. THE FINDING ALSO UNDERLINED SMES THAT ARE ENTREPRENEURIAL, STRATEGIC, AND SOCIALLY RESPONSIBLE ARE BEST POSITIONED FOR LONG-TERM SUCCESS. PRACTICAL IMPLICATIONS SUGGESTED ALIGNING MARKETING PRACTICES WITH OVERALL STRATEGIES, OPTIMIZING RESOURCE USAGE, AND ENHANCING INNOVATION TO IMPROVE COMPETITIVE ADVANTAGE AND SUSTAIN FIRM PERFORMANCE. FROM A SOCIAL PERSPECTIVE, EMBRACING SUSTAINABLE PRACTICES COULD POSITIVELY IMPACT, EMPLOYMENT, ENVIRONMENTAL RESPONSIBILITY, ECONOMIC STABILITY, AND CONSUMER PERCEPTION. THE STUDY OFFERS VALUABLE INSIGHTS FOR ACADEMIA, POLICYMAKERS, AND PRACTITIONERS.  THE AUTHOR(S) 2024.",2024.0,JOURNAL OF INNOVATION AND ENTREPRENEURSHIP,J INNOV ENTREPRENEURSHIP,10.1186/S13731-024-00398-0,7.0,True,1301,1803313,0,42,
43,,sap_leaf,100,"ISTREFI A, 2025, INT J TECHNOL ENHANC",THE ROLE OF ENTREPRENEURIAL MARKETING AND DIGITAL TRANSFORMATION ON WOMEN'S ENTREPRENEURIAL INTENTIONS IN KOSOVO,"THIS STUDY AIMED TO EXPLORE HOW DIGITAL TRANSFORMATION AND ENTREPRENEURIAL MARKETING AFFECT WOMEN BUSINESS OWNERS IN AN EMERGING COUNTRY. THE OBTAINED DATA FROM BUSINESS OWNERS WERE ANALYSED USING THE STRUCTURAL EQUATION MODEL (SEM) TO DETERMINE HOW FOUR DIMENSIONS OF ENTREPRENEURIAL MARKETING, TOGETHER WITH DIGITAL TRANSFORMATION, AFFECT FIRM PERFORMANCE. THE RESEARCH SHOWS A STRONG LINK BETWEEN THE ROLE OF ENTREPRENEURIAL MARKETING (EM) ON WOMEN'S ENTREPRENEURIAL INTENTIONS AND A MODERATE EFFECT OF DIGITAL TRANSFORMATION (DT) ON WOMEN'S ENTREPRENEURIAL INTENTIONS. THE STUDY ADVANCES KNOWLEDGE AND PROVIDES A CLEARER UNDERSTANDING OF HOW ENTREPRENEURIAL MARKETING INFLUENCES WOMEN'S ENTREPRENEURIAL INTENTIONS. FUTURE STUDIES SHOULD GO FURTHER INTO THESE TOPICS TO OFFER A MORE THOROUGH KNOWLEDGE OF THE INTERACTIONS BETWEEN ENTREPRENEURIAL MARKETING, DIGITAL TRANSFORMATION, AND WOMEN-LED BUSINESSES. TO OUR KNOWLEDGE, THIS IS THE FIRST STUDY TO EXPLORE THE ROLE OF ENTREPRENEURIAL MARKETING AND DIGITAL TRANSFORMATION ON WOMEN'S ENTREPRENEURIAL INTENTIONS IN AN EMERGING COUNTRY.",2025.0,INTERNATIONAL JOURNAL OF TECHNOLOGY ENHANCED LEARNING,INT J TECHNOL ENHANC,10.1504/IJTEL.2025.145315,1.0,True,1137,1389665,0,13,
44,,sap_leaf,100,"NWANKWO CA, 2023, FOUND MANAGE",CRITICAL UNDERSTANDING OF EXISTING ENTREPRENEURIAL MARKETING MODELS: 2002 - 2022,"WITH THE CONSISTENT FAILURE OF SMALL AND MEDIUM ENTERPRISES (SMES) GLOBALLY, MANY SCHOLARS HAVE DEVELOPED ENTREPRENEURIAL MARKETING (EM) MODELS THAT ARE AIMED AT REDUCING THE FAILURE FREQUENTLY EXPERIENCED. THE AIM OF THIS PAPER IS TO CRITICALLY REVIEW THE DIFFERENT EM MODELS FROM 2002 TO 2022. IN PURSUIT OF THIS AIM, THE PAPER REVIEWED 10 EM MODELS TO FIND OUT THEIR STRENGTHS AND SHORTFALLS. THE REVIEW FOUND THAT SOME RESEARCH CONSTRUCTS SUCH AS MARKET SENSING AND TEAMWORK, WHICH WERE IGNORED, WERE IDENTIFIED AS POSING A SIGNIFICANT CONTRIBUTION TO BUSINESS SURVIVAL IN THE INTEGRATIVE EM MODEL. THE PAPER CONCLUDES THAT SINCE DIFFERENT EM MODELS HAVE BEEN DEVELOPED TO REDUCE THE CONSISTENT FAILURE OF BUSINESS, EFFORTS SHOULD BE INTENSIFIED TOWARDS ADOPTING THE INTEGRATIVE EM MODEL TO MEASURE ITS APPLICABILITY IN OTHER SECTORS AS WELL AS TO HAVE A UNIFIED AND ACCEPTABLE EM MODEL THAT WILL GROW AND SUSTAIN SMES.",2023.0,FOUNDATIONS OF MANAGEMENT,FOUND MANAGE,10.2478/fman-2023-0007,2.0,True,607,418661,0,37,
